PID,NAME,RA,DEC,EPOC
HYDRA_D,HYDRA_D_0001,10:33:25.05,-34:38:06.2,2000.
HYDRA_D,HYDRA_D_0002,10:26:42.73,-34:37:54.8,2000.
HYDRA_D,HYDRA_D_0003,10:33:27.55,-36:00:19.1,2000.
HYDRA_D,HYDRA_D_0004,10:26:40.12,-36:00:29.2,2000.
HYDRA,HYDRA_0001,10:04:04.0678,-22:30:55.9281,2000.
HYDRA,HYDRA_0002,10:10:10.1695,-22:30:55.9281,2000.
HYDRA,HYDRA_0003,10:16:16.2712,-22:30:55.9281,2000.
HYDRA,HYDRA_0004,10:22:22.3729,-22:30:55.9281,2000.
HYDRA,HYDRA_0005,10:28:28.4746,-22:30:55.9281,2000.
HYDRA,HYDRA_0006,10:34:34.5763,-22:30:55.9281,2000.
HYDRA,HYDRA_0007,10:40:40.678,-22:30:55.9281 ,2000.
HYDRA,HYDRA_0008,10:46:46.7797,-22:30:55.9281,2000.
HYDRA,HYDRA_0009,10:52:52.8814,-22:30:55.9281,2000.
HYDRA,HYDRA_0010,10:58:58.9831,-22:30:55.9281,2000.
HYDRA,HYDRA_0011,10:03:04.6154,-23:54:31.2991,2000.
HYDRA,HYDRA_0012,10:09:13.8462,-23:54:31.2991,2000.
HYDRA,HYDRA_0013,10:15:23.0769,-23:54:31.2991,2000.
HYDRA,HYDRA_0014,10:21:32.3077,-23:54:31.2991,2000.
HYDRA,HYDRA_0015,10:27:41.5385,-23:54:31.2991,2000.
HYDRA,HYDRA_0016,10:33:50.7692,-23:54:31.2991,2000.
HYDRA,HYDRA_0017,10:40:00,-23:54:31.2991     ,2000.
HYDRA,HYDRA_0018,10:46:09.2308,-23:54:31.2991,2000.
HYDRA,HYDRA_0019,10:52:18.4615,-23:54:31.2991,2000.
HYDRA,HYDRA_0020,10:58:27.6923,-23:54:31.2991,2000.
HYDRA,HYDRA_0021,10:04:40.5195,-25:18:00.5833,2000.
HYDRA,HYDRA_0022,10:10:54.5455,-25:18:00.5833,2000.
HYDRA,HYDRA_0023,10:17:08.5714,-25:18:00.5833,2000.
HYDRA,HYDRA_0024,10:23:22.5974,-25:18:00.5833,2000.
HYDRA,HYDRA_0025,10:29:36.6234,-25:18:00.5833,2000.
HYDRA,HYDRA_0026,10:35:50.6494,-25:18:00.5833,2000.
HYDRA,HYDRA_0027,10:42:04.6753,-25:18:00.5833,2000.
HYDRA,HYDRA_0028,10:48:18.7013,-25:18:00.5833,2000.
HYDRA,HYDRA_0029,10:54:32.7273,-25:18:00.5833,2000.
HYDRA,HYDRA_0030,10:00:00,-26:41:22.8923     ,2000.
HYDRA,HYDRA_0031,10:06:18.9474,-26:41:22.8923,2000.
HYDRA,HYDRA_0032,10:12:37.8947,-26:41:22.8923,2000.
HYDRA,HYDRA_0033,10:18:56.8421,-26:41:22.8923,2000.
HYDRA,HYDRA_0034,10:25:15.7895,-26:41:22.8923,2000.
HYDRA,HYDRA_0035,10:31:34.7368,-26:41:22.8923,2000.
HYDRA,HYDRA_0036,10:37:53.6842,-26:41:22.8923,2000.
HYDRA,HYDRA_0037,10:44:12.6316,-26:41:22.8923,2000.
HYDRA,HYDRA_0038,10:50:31.5789,-26:41:22.8923,2000.
HYDRA,HYDRA_0039,10:56:50.5263,-26:41:22.8923,2000.
HYDRA,HYDRA_0040,10:05:18.5841,-28:04:38.1627,2000.
HYDRA,HYDRA_0041,10:11:40.885,-28:04:38.1627 ,2000.
HYDRA,HYDRA_0042,10:18:03.1858,-28:04:38.1627,2000.
HYDRA,HYDRA_0043,10:24:25.4867,-28:04:38.1627,2000.
HYDRA,HYDRA_0044,10:30:47.7876,-28:04:38.1627,2000.
HYDRA,HYDRA_0045,10:37:10.0885,-28:04:38.1627,2000.
HYDRA,HYDRA_0046,10:43:32.3894,-28:04:38.1627,2000.
HYDRA,HYDRA_0047,10:49:54.6903,-28:04:38.1627,2000.
HYDRA,HYDRA_0048,10:56:16.9912,-28:04:38.1627,2000.
HYDRA,HYDRA_0049,10:00:32.287,-29:27:47.436  ,2000.
HYDRA,HYDRA_0050,10:06:59.7309,-29:27:47.436 ,2000.
HYDRA,HYDRA_0051,10:13:27.1749,-29:27:47.436 ,2000.
HYDRA,HYDRA_0052,10:19:54.6188,-29:27:47.436 ,2000.
HYDRA,HYDRA_0053,10:26:22.0628,-29:27:47.436 ,2000.
HYDRA,HYDRA_0054,10:32:49.5067,-29:27:47.436 ,2000.
HYDRA,HYDRA_0055,10:39:16.9507,-29:27:47.436 ,2000.
HYDRA,HYDRA_0056,10:45:44.3946,-29:27:47.436 ,2000.
HYDRA,HYDRA_0057,10:52:11.8386,-29:27:47.436 ,2000.
HYDRA,HYDRA_0058,10:58:39.2825,-29:27:47.436 ,2000.
HYDRA,HYDRA_0059,10:02:10.9091,-30:50:49.656 ,2000.
HYDRA,HYDRA_0060,10:08:43.6364,-30:50:49.656 ,2000.
HYDRA,HYDRA_0061,10:15:16.3636,-30:50:49.656 ,2000.
HYDRA,HYDRA_0062,10:21:49.0909,-30:50:49.656 ,2000.
HYDRA,HYDRA_0063,10:28:21.8182,-30:50:49.656 ,2000.
HYDRA,HYDRA_0064,10:34:54.5455,-30:50:49.656 ,2000.
HYDRA,HYDRA_0065,10:41:27.2727,-30:50:49.656 ,2000.
HYDRA,HYDRA_0066,10:48:00,-30:50:49.656	     ,2000.
HYDRA,HYDRA_0067,10:54:32.7273,-30:50:49.656 ,2000.
HYDRA,HYDRA_0068,10:03:52.2581,-32:13:44.7973,2000.
HYDRA,HYDRA_0069,10:10:30.4147,-32:13:44.7973,2000.
HYDRA,HYDRA_0070,10:17:08.5714,-32:13:44.7973,2000.
HYDRA,HYDRA_0071,10:23:46.7281,-32:13:44.7973,2000.
HYDRA,HYDRA_0072,10:30:24.8848,-32:13:44.7973,2000.
HYDRA,HYDRA_0073,10:37:03.0415,-32:13:44.7973,2000.
HYDRA,HYDRA_0074,10:43:41.1982,-32:13:44.7973,2000.
HYDRA,HYDRA_0075,10:50:19.3548,-32:13:44.7973,2000.
HYDRA,HYDRA_0076,10:56:57.5115,-32:13:44.7973,2000.
HYDRA,HYDRA_0077,10:01:41.4085,-33:36:32.8473,2000.
HYDRA,HYDRA_0078,10:08:27.0423,-33:36:32.8473,2000.
HYDRA,HYDRA_0079,10:15:12.6761,-33:36:32.8473,2000.
HYDRA,HYDRA_0080,10:21:58.3099,-33:36:32.8473,2000.
HYDRA,HYDRA_0081,10:28:43.9437,-33:36:32.8473,2000.
HYDRA,HYDRA_0082,10:35:29.5775,-33:36:32.8473,2000.
HYDRA,HYDRA_0083,10:42:15.2113,-33:36:32.8473,2000.
HYDRA,HYDRA_0084,10:49:00.8451,-33:36:32.8473,2000.
HYDRA,HYDRA_0085,10:55:46.4789,-33:36:32.8473,2000.
HYDRA,HYDRA_0086,10:03:25.7143,-34:59:12.3852,2000.
HYDRA,HYDRA_0087,10:10:17.1429,-34:59:12.3852,2000.
HYDRA,HYDRA_0088,10:17:08.5714,-34:59:12.3852,2000.
HYDRA,HYDRA_0089,10:24:00,-34:59:12.3852     ,2000.
HYDRA,HYDRA_0090,10:30:51.4286,-34:59:12.3852,2000.
HYDRA,HYDRA_0091,10:37:42.8571,-34:59:12.3852,2000.
HYDRA,HYDRA_0092,10:44:34.2857,-34:59:12.3852,2000.
HYDRA,HYDRA_0093,10:51:25.7143,-34:59:12.3852,2000.
HYDRA,HYDRA_0094,10:58:17.1429,-34:59:12.3852,2000.
HYDRA,HYDRA_0095,10:05:13.0435,-36:21:44.7613,2000.
HYDRA,HYDRA_0096,10:12:10.4348,-36:21:44.7613,2000.
HYDRA,HYDRA_0097,10:19:07.8261,-36:21:44.7613,2000.
HYDRA,HYDRA_0098,10:26:05.2174,-36:21:44.7613,2000.
HYDRA,HYDRA_0099,10:33:02.6087,-36:21:44.7613,2000.
HYDRA,HYDRA_0100,10:40:00,-36:21:44.7613     ,2000.
HYDRA,HYDRA_0101,10:46:57.3913,-36:21:44.7613,2000.
HYDRA,HYDRA_0102,10:53:54.7826,-36:21:44.7613,2000.
HYDRA,HYDRA_0103,10:02:57.3399,-37:44:10.0038,2000.
HYDRA,HYDRA_0104,10:10:02.9557,-37:44:10.0038,2000.
HYDRA,HYDRA_0105,10:17:08.5714,-37:44:10.0038,2000.
HYDRA,HYDRA_0106,10:24:14.1872,-37:44:10.0038,2000.
HYDRA,HYDRA_0107,10:31:19.803,-37:44:10.0038 ,2000.
HYDRA,HYDRA_0108,10:38:25.4187,-37:44:10.0038,2000.
HYDRA,HYDRA_0109,10:45:31.0345,-37:44:10.0038,2000.
HYDRA,HYDRA_0110,10:52:36.6502,-37:44:10.0038,2000.
HYDRA,HYDRA_0111,10:59:42.266,-37:44:10.0038 ,2000.
HYDRA,HYDRA_0112,10:00:36.1809,-39:06:26.4392,2000.
HYDRA,HYDRA_0113,10:07:50.3518,-39:06:26.4392,2000.
HYDRA,HYDRA_0114,10:15:04.5226,-39:06:26.4392,2000.
HYDRA,HYDRA_0115,10:22:18.6935,-39:06:26.4392,2000.
HYDRA,HYDRA_0116,10:29:32.8643,-39:06:26.4392,2000.
HYDRA,HYDRA_0117,10:36:47.0352,-39:06:26.4392,2000.
HYDRA,HYDRA_0118,10:44:01.206,-39:06:26.4392 ,2000.
HYDRA,HYDRA_0119,10:51:15.3769,-39:06:26.4392,2000.
HYDRA,HYDRA_0120,10:58:29.5477,-39:06:26.4392,2000.
HYDRA,HYDRA_0121,10:05:32.3077,-40:28:33.9089,2000.
HYDRA,HYDRA_0122,10:12:55.3846,-40:28:33.9089,2000.
HYDRA,HYDRA_0123,10:20:18.4615,-40:28:33.9089,2000.
HYDRA,HYDRA_0124,10:27:41.5385,-40:28:33.9089,2000.
HYDRA,HYDRA_0125,10:35:04.6154,-40:28:33.9089,2000.
HYDRA,HYDRA_0126,10:42:27.6923,-40:28:33.9089,2000.
HYDRA,HYDRA_0127,10:49:50.7692,-40:28:33.9089,2000.
HYDRA,HYDRA_0128,10:57:13.8462,-40:28:33.9089,2000.
HYDRA,HYDRA_0129,10:03:08.4817,-41:50:32.2588,2000.
HYDRA,HYDRA_0130,10:10:40.8377,-41:50:32.2588,2000.
HYDRA,HYDRA_0131,10:18:13.1937,-41:50:32.2588,2000.
HYDRA,HYDRA_0132,10:25:45.5497,-41:50:32.2588,2000.
HYDRA,HYDRA_0133,10:33:17.9058,-41:50:32.2588,2000.
HYDRA,HYDRA_0134,10:40:50.2618,-41:50:32.2588,2000.
HYDRA,HYDRA_0135,10:48:22.6178,-41:50:32.2588,2000.
HYDRA,HYDRA_0136,10:55:54.9738,-41:50:32.2588,2000.
HYDRA,HYDRA_0137,10:00:38.5027,-43:12:21.3398,2000.
HYDRA,HYDRA_0138,10:08:20.5348,-43:12:21.3398,2000.
HYDRA,HYDRA_0139,10:16:02.5668,-43:12:21.3398,2000.
HYDRA,HYDRA_0140,10:23:44.5989,-43:12:21.3398,2000.
HYDRA,HYDRA_0141,10:31:26.631,-43:12:21.3398 ,2000.
HYDRA,HYDRA_0142,10:39:08.6631,-43:12:21.3398,2000.
HYDRA,HYDRA_0143,10:46:50.6952,-43:12:21.3398,2000.
HYDRA,HYDRA_0144,10:54:32.7273,-43:12:21.3398,2000.
HYDRA,HYDRA_0145,10:05:54.0984,-44:34:01.0082,2000.
HYDRA,HYDRA_0146,10:13:46.2295,-44:34:01.0082,2000.
HYDRA,HYDRA_0147,10:21:38.3607,-44:34:01.0082,2000.
HYDRA,HYDRA_0148,10:29:30.4918,-44:34:01.0082,2000.
HYDRA,HYDRA_0149,10:37:22.623,-44:34:01.0082 ,2000.
HYDRA,HYDRA_0150,10:45:14.7541,-44:34:01.0082,2000.
HYDRA,HYDRA_0151,10:53:06.8852,-44:34:01.0082,2000.
HYDRA,HYDRA_0152,10:03:21.1173,-45:55:31.1269,2000.
HYDRA,HYDRA_0153,10:11:23.7989,-45:55:31.1269,2000.
HYDRA,HYDRA_0154,10:19:26.4804,-45:55:31.1269,2000.
HYDRA,HYDRA_0155,10:27:29.162,-45:55:31.1269 ,2000.
HYDRA,HYDRA_0156,10:35:31.8436,-45:55:31.1269,2000.
HYDRA,HYDRA_0157,10:43:34.5251,-45:55:31.1269,2000.
HYDRA,HYDRA_0158,10:51:37.2067,-45:55:31.1269,2000.
HYDRA,HYDRA_0159,10:59:39.8883,-45:55:31.1269,2000.
HYDRA,HYDRA_0160,10:00:41.1429,-47:16:51.5652,2000.
HYDRA,HYDRA_0161,10:08:54.8571,-47:16:51.5652,2000.
HYDRA,HYDRA_0162,10:17:08.5714,-47:16:51.5652,2000.
HYDRA,HYDRA_0163,10:25:22.2857,-47:16:51.5652,2000.
HYDRA,HYDRA_0164,10:33:36,-47:16:51.5652     ,2000.
HYDRA,HYDRA_0165,10:41:49.7143,-47:16:51.5652,2000.
HYDRA,HYDRA_0166,10:50:03.4286,-47:16:51.5652,2000.
HYDRA,HYDRA_0167,10:58:17.1429,-47:16:51.5652,2000.
HYDRA,HYDRA_0035,10:31:34.7368,-26:41:22.8923,2000.
HYDRA,HYDRA_0036,10:37:53.6842,-26:41:22.8923,2000.
HYDRA,HYDRA_0037,10:44:12.6316,-26:41:22.8923,2000.
HYDRA,HYDRA_0044,10:30:47.7876,-28:04:38.1627,2000.
HYDRA,HYDRA_0045,10:37:10.0885,-28:04:38.1627,2000.
HYDRA,HYDRA_0046,10:43:32.3894,-28:04:38.1627,2000.
HYDRA,HYDRA_0053,10:26:22.0628,-29:27:47.436 ,2000.
HYDRA,HYDRA_0054,10:32:49.5067,-29:27:47.436 ,2000.
HYDRA,HYDRA_0055,10:39:16.9507,-29:27:47.436 ,2000.
HYDRA,HYDRA_0056,10:45:44.3946,-29:27:47.436 ,2000.
PID,LOWC0001,  0:30:00, -45:00:00, 2000.
PID,LOWC0002,  2:30:00, -30:00:00, 2000.
PID,LOWC0003,  4:30:00, -45:00:00, 2000.
PID,LOWC0004,  6:30:00, -30:00:00, 2000.
PID,LOWC0005,  8:30:00, -45:00:00, 2000.
PID,LOWC0006, 10:30:00, -30:00:00, 2000.
PID,LOWC0007, 12:30:00, -45:00:00, 2000.
PID,LOWC0008, 14:30:00, -30:00:00, 2000.
PID,LOWC0009, 16:30:00, -45:00:00, 2000.
PID,LOWC0010, 18:30:00, -30:00:00, 2000.
PID,LOWC0011, 20:30:00, -45:00:00, 2000.
PID,LOWC0012, 22:30:00, -30:00:00, 2000.
MC,MC0001,04:30:46.1538,-63:16:04.4408,2000.
MC,MC0002,04:43:04.6154,-63:16:04.4408,2000.
MC,MC0003,04:55:23.0769,-63:16:04.4408,2000.
MC,MC0004,05:07:41.5385,-63:16:04.4408,2000.
MC,MC0005,05:20:00.0000,-63:16:04.4408,2000.
MC,MC0006,05:32:18.4615,-63:16:04.4408,2000.
MC,MC0007,05:44:36.9231,-63:16:04.4408,2000.
MC,MC0008,05:56:55.3846,-63:16:04.4408,2000.
MC,MC0009,06:09:13.8462,-63:16:04.4408,2000.
MC,MC0010,06:21:32.3077,-63:16:04.4408,2000.
MC,MC0011,04:30:00.0000,-64:34:07.2848,2000.
MC,MC0012,04:42:51.4286,-64:34:07.2848,2000.
MC,MC0013,04:55:42.8571,-64:34:07.2848,2000.
MC,MC0014,05:08:34.2857,-64:34:07.2848,2000.
MC,MC0015,05:21:25.7143,-64:34:07.2848,2000.
MC,MC0016,05:34:17.1429,-64:34:07.2848,2000.
MC,MC0017,05:47:08.5714,-64:34:07.2848,2000.
MC,MC0018,06:00:00.0000,-64:34:07.2848,2000.
MC,MC0019,06:12:51.4286,-64:34:07.2848,2000.
MC,MC0020,06:25:42.8571,-64:34:07.2848,2000.
MC,MC0021,04:42:37.0093,-65:51:47.8358,2000.
MC,MC0022,04:56:04.4860,-65:51:47.8358,2000.
MC,MC0023,05:09:31.9626,-65:51:47.8358,2000.
MC,MC0024,05:22:59.4393,-65:51:47.8358,2000.
MC,MC0025,05:36:26.9159,-65:51:47.8358,2000.
MC,MC0026,05:49:54.3925,-65:51:47.8358,2000.
MC,MC0027,06:03:21.8692,-65:51:47.8358,2000.
MC,MC0028,06:16:49.3458,-65:51:47.8358,2000.
MC,MC0029,04:42:21.1765,-67:09:04.6144,2000.
MC,MC0030,04:56:28.2353,-67:09:04.6144,2000.
MC,MC0031,05:10:35.2941,-67:09:04.6144,2000.
MC,MC0032,05:24:42.3529,-67:09:04.6144,2000.
MC,MC0033,05:38:49.4118,-67:09:04.6144,2000.
MC,MC0034,05:52:56.4706,-67:09:04.6144,2000.
MC,MC0035,06:07:03.5294,-67:09:04.6144,2000.
MC,MC0036,06:21:10.5882,-67:09:04.6144,2000.
MC,MC0037,04:42:03.7113,-68:25:55.9494,2000.
MC,MC0038,04:56:54.4330,-68:25:55.9494,2000.
MC,MC0039,05:11:45.1546,-68:25:55.9494,2000.
MC,MC0040,05:26:35.8763,-68:25:55.9494,2000.
MC,MC0041,05:41:26.5979,-68:25:55.9494,2000.
MC,MC0042,05:56:17.3196,-68:25:55.9494,2000.
MC,MC0043,06:11:08.0412,-68:25:55.9494,2000.
MC,MC0044,06:25:58.7629,-68:25:55.9494,2000.
MC,MC0045,00:15:49.4505,-69:42:19.9397,2000.
MC,MC0046,00:31:38.9011,-69:42:19.9397,2000.
MC,MC0047,00:47:28.3516,-69:42:19.9397,2000.
MC,MC0048,01:03:17.8022,-69:42:19.9397,2000.
MC,MC0049,01:19:07.2527,-69:42:19.9397,2000.
MC,MC0050,01:34:56.7033,-69:42:19.9397,2000.
MC,MC0051,01:50:46.1538,-69:42:19.9397,2000.
MC,MC0052,02:06:35.6044,-69:42:19.9397,2000.
MC,MC0053,02:22:25.0549,-69:42:19.9397,2000.
MC,MC0054,02:38:14.5055,-69:42:19.9397,2000.
MC,MC0055,02:54:03.9560,-69:42:19.9397,2000.
MC,MC0056,03:09:53.4066,-69:42:19.9397,2000.
MC,MC0057,03:25:42.8571,-69:42:19.9397,2000.
MC,MC0058,03:41:32.3077,-69:42:19.9397,2000.
MC,MC0059,03:57:21.7582,-69:42:19.9397,2000.
MC,MC0060,04:13:11.2088,-69:42:19.9397,2000.
MC,MC0061,04:29:00.6593,-69:42:19.9397,2000.
MC,MC0062,04:44:50.1099,-69:42:19.9397,2000.
MC,MC0063,05:00:39.5604,-69:42:19.9397,2000.
MC,MC0064,05:16:29.0110,-69:42:19.9397,2000.
MC,MC0065,05:32:18.4615,-69:42:19.9397,2000.
MC,MC0066,05:48:07.9121,-69:42:19.9397,2000.
MC,MC0067,06:03:57.3626,-69:42:19.9397,2000.
MC,MC0068,06:19:46.8132,-69:42:19.9397,2000.
MC,MC0069,00:16:44.6512,-70:58:02.0085,2000.
MC,MC0070,00:33:29.3023,-70:58:02.0085,2000.
MC,MC0071,00:50:13.9535,-70:58:02.0085,2000.
MC,MC0072,01:06:58.6047,-70:58:02.0085,2000.
MC,MC0073,01:23:43.2558,-70:58:02.0085,2000.
MC,MC0074,01:40:27.9070,-70:58:02.0085,2000.
MC,MC0075,01:57:12.5581,-70:58:02.0085,2000.
MC,MC0076,02:13:57.2093,-70:58:02.0085,2000.
MC,MC0077,02:30:41.8605,-70:58:02.0085,2000.
MC,MC0078,02:47:26.5116,-70:58:02.0085,2000.
MC,MC0079,03:04:11.1628,-70:58:02.0085,2000.
MC,MC0080,03:20:55.8140,-70:58:02.0085,2000.
MC,MC0081,03:37:40.4651,-70:58:02.0085,2000.
MC,MC0082,03:54:25.1163,-70:58:02.0085,2000.
MC,MC0083,04:11:09.7674,-70:58:02.0085,2000.
MC,MC0084,04:27:54.4186,-70:58:02.0085,2000.
MC,MC0085,04:44:39.0698,-70:58:02.0085,2000.
MC,MC0086,05:01:23.7209,-70:58:02.0085,2000.
MC,MC0087,05:18:08.3721,-70:58:02.0085,2000.
MC,MC0088,05:34:53.0233,-70:58:02.0085,2000.
MC,MC0089,05:51:37.6744,-70:58:02.0085,2000.
MC,MC0090,06:08:22.3256,-70:58:02.0085,2000.
MC,MC0091,06:25:06.9767,-70:58:02.0085,2000.
MC,MC0092,00:17:46.6667,-72:13:10.4492,2000.
MC,MC0093,00:35:33.3333,-72:13:10.4492,2000.
MC,MC0094,00:53:20.0000,-72:13:10.4492,2000.
MC,MC0095,01:11:06.6667,-72:13:10.4492,2000.
MC,MC0096,01:28:53.3333,-72:13:10.4492,2000.
MC,MC0097,01:46:40.0000,-72:13:10.4492,2000.
MC,MC0098,02:04:26.6667,-72:13:10.4492,2000.
MC,MC0099,02:22:13.3333,-72:13:10.4492,2000.
MC,MC0100,02:40:00.0000,-72:13:10.4492,2000.
MC,MC0101,02:57:46.6667,-72:13:10.4492,2000.
MC,MC0102,03:15:33.3333,-72:13:10.4492,2000.
MC,MC0103,03:33:20.0000,-72:13:10.4492,2000.
MC,MC0104,03:51:06.6667,-72:13:10.4492,2000.
MC,MC0105,04:08:53.3333,-72:13:10.4492,2000.
MC,MC0106,04:26:40.0000,-72:13:10.4492,2000.
MC,MC0107,04:44:26.6667,-72:13:10.4492,2000.
MC,MC0108,05:02:13.3333,-72:13:10.4492,2000.
MC,MC0109,05:20:00.0000,-72:13:10.4492,2000.
MC,MC0110,05:37:46.6667,-72:13:10.4492,2000.
MC,MC0111,05:55:33.3333,-72:13:10.4492,2000.
MC,MC0112,06:13:20.0000,-72:13:10.4492,2000.
MC,MC0113,00:18:56.8421,-73:27:42.0197,2000.
MC,MC0114,00:37:53.6842,-73:27:42.0197,2000.
MC,MC0115,00:56:50.5263,-73:27:42.0197,2000.
MC,MC0116,01:15:47.3684,-73:27:42.0197,2000.
MC,MC0117,01:34:44.2105,-73:27:42.0197,2000.
MC,MC0118,01:53:41.0526,-73:27:42.0197,2000.
MC,MC0119,02:12:37.8947,-73:27:42.0197,2000.
MC,MC0120,02:31:34.7368,-73:27:42.0197,2000.
MC,MC0121,02:50:31.5789,-73:27:42.0197,2000.
MC,MC0122,03:09:28.4211,-73:27:42.0197,2000.
MC,MC0123,03:28:25.2632,-73:27:42.0197,2000.
MC,MC0124,03:47:22.1053,-73:27:42.0197,2000.
MC,MC0125,04:06:18.9474,-73:27:42.0197,2000.
MC,MC0126,04:25:15.7895,-73:27:42.0197,2000.
MC,MC0127,04:44:12.6316,-73:27:42.0197,2000.
MC,MC0128,05:03:09.4737,-73:27:42.0197,2000.
MC,MC0129,05:22:06.3158,-73:27:42.0197,2000.
MC,MC0130,05:41:03.1579,-73:27:42.0197,2000.
MC,MC0131,06:00:00.0000,-73:27:42.0197,2000.
MC,MC0132,06:18:56.8421,-73:27:42.0197,2000.
MC,MC0133,00:20:34.2857,-74:41:32.8697,2000.
MC,MC0134,00:41:08.5714,-74:41:32.8697,2000.
MC,MC0135,01:01:42.8571,-74:41:32.8697,2000.
MC,MC0136,01:22:17.1429,-74:41:32.8697,2000.
MC,MC0137,01:42:51.4286,-74:41:32.8697,2000.
MC,MC0138,02:03:25.7143,-74:41:32.8697,2000.
MC,MC0139,02:24:00.0000,-74:41:32.8697,2000.
MC,MC0140,02:44:34.2857,-74:41:32.8697,2000.
MC,MC0141,03:05:08.5714,-74:41:32.8697,2000.
MC,MC0142,03:25:42.8571,-74:41:32.8697,2000.
MC,MC0143,03:46:17.1429,-74:41:32.8697,2000.
MC,MC0144,04:06:51.4286,-74:41:32.8697,2000.
MC,MC0145,04:27:25.7143,-74:41:32.8697,2000.
MC,MC0146,04:48:00.0000,-74:41:32.8697,2000.
MC,MC0147,05:08:34.2857,-74:41:32.8697,2000.
MC,MC0148,05:29:08.5714,-74:41:32.8697,2000.
MC,MC0149,05:49:42.8571,-74:41:32.8697,2000.
MC,MC0150,06:10:17.1429,-74:41:32.8697,2000.
SMC,SMC0001,00:16:44.6512,-70:58:02.0085,2000.
SMC,SMC0002,00:33:29.3023,-70:58:02.0085,2000.
SMC,SMC0003,00:50:13.9535,-70:58:02.0085,2000.
SMC,SMC0004,01:06:58.6047,-70:58:02.0085,2000.
SMC,SMC0005,01:23:43.2558,-70:58:02.0085,2000.
SMC,SMC0006,00:17:46.6667,-72:13:10.4492,2000.
SMC,SMC0007,00:35:33.3333,-72:13:10.4492,2000.
SMC,SMC0008,00:53:20,-72:13:10.4492,2000.
SMC,SMC0009,01:11:06.6667,-72:13:10.4492,2000.
SMC,SMC0010,01:28:53.3333,-72:13:10.4492,2000.
SMC,SMC0011,00:18:56.8421,-73:27:42.0197,2000.
SMC,SMC0012,00:37:53.6842,-73:27:42.0197,2000.
SMC,SMC0013,00:56:50.5263,-73:27:42.0197,2000.
SMC,SMC0014,01:15:47.3684,-73:27:42.0197,2000.
SMC,SMC0015,00:20:34.2857,-74:41:32.8697,2000.
SMC,SMC0016,00:41:08.5714,-74:41:32.8697,2000.
SMC,SMC0017,01:01:42.8571,-74:41:32.8697,2000.
SMC,SMC0018,01:22:17.1429,-74:41:32.8697,2000.
SN, snDES1 , 03:30:00 , -27:48:00 , 2000.
SN, Gamma4 , 03:51:04 , -28:16:36 , 2000.
SN, Gamma1 , 04:28:40 , -37:56:08 , 2000.
SN, Gamma6 , 04:49:27 , -43:50:11 , 2000.
SN, snGamma , 05:36:24, -33:47:16 , 2000.
SN, Gamma5 , 07:48:43 , -51:16:46 , 2000.
SN, snW2M1 , 10:04:48 , -31:24:00 , 2000.
SN, Gamma3 , 12:46:45 , -25:47:28 , 2000.
SN, snAst2 , 15:25:43 , -19:24:36 , 2000.
SN, snWSC1 , 13:27:11 , -31:24:00 , 2000.
SN, Ast8   , 16:00:00 , -21:10:47 , 2000.
SN, Ast6   , 16:06:50 , -19:24:36 , 2000.
SN, Ast7   , 16:13:43 , -19:24:36 , 2000.
SN, snW2M2 , 19:18:47 , -33:30:00 , 2000.
SN, Gamma2 , 21:58:53 , -30:13:36 , 2000.
SN, snAbell , 22:42:00, -17:00:00 , 2000.
SN, GamAst , 22:50:36 , -12:55:01 , 2000.
SN, Ast5   , 23:32:33 , -03:31:47 , 2000.
SN, Ast4   , 23:39:26 , -05:17:24 , 2000.
SN, snAst1 , 23:46:16 , -03:31:47 , 2000.
SPLUS,SPLUS-s01s01,21:38:43.0189,-00:00:00,2000.
SPLUS,SPLUS-s01s02,21:44:09.0566,-00:00:00,2000.
SPLUS,SPLUS-s01s03,21:49:35.0943,-00:00:00,2000.
SPLUS,SPLUS-s01s04,21:55:01.1321,-00:00:00,2000.
SPLUS,SPLUS-s01s05,22:00:27.1698,-00:00:00,2000.
SPLUS,SPLUS-s01s06,22:05:53.2075,-00:00:00,2000.
SPLUS,SPLUS-s01s07,22:11:19.2453,-00:00:00,2000.
SPLUS,SPLUS-s01s08,22:16:45.283,-00:00:00,2000.
SPLUS,SPLUS-s01s09,22:22:11.3208,-00:00:00,2000.
SPLUS,SPLUS-s01s10,22:27:37.3585,-00:00:00,2000.
SPLUS,SPLUS-s01s11,22:33:03.3962,-00:00:00,2000.
SPLUS,SPLUS-s01s12,22:38:29.434,-00:00:00,2000.
SPLUS,SPLUS-s01s13,22:43:55.4717,-00:00:00,2000.
SPLUS,SPLUS-s01s14,22:49:21.5094,-00:00:00,2000.
SPLUS,SPLUS-s01s15,22:54:47.5472,-00:00:00,2000.
SPLUS,SPLUS-s01s16,23:00:13.5849,-00:00:00,2000.
SPLUS,SPLUS-s01s17,23:05:39.6226,-00:00:00,2000.
SPLUS,SPLUS-s01s18,23:11:05.6604,-00:00:00,2000.
SPLUS,SPLUS-s01s19,23:16:31.6981,-00:00:00,2000.
SPLUS,SPLUS-s01s20,23:21:57.7358,-00:00:00,2000.
SPLUS,SPLUS-s01s21,23:27:23.7736,-00:00:00,2000.
SPLUS,SPLUS-s01s22,23:32:49.8113,-00:00:00,2000.
SPLUS,SPLUS-s01s23,23:38:15.8491,-00:00:00,2000.
